No,チャプター名,カテゴリ名,親カテゴリ名,ナレッジタイトル（ノウハウ名）,ナレッジ概要,チェックアイテム名,検索手順,検索実施,移植要因,難易度,難易度詳細,目視確認,ヒアリング確認,検索対象ファイル,検索キーワード１,検索キーワード２,検索モジュール,ライン数算出,非算出理由,不明/TODO,ライン数,ライン数根拠,調査内容
1172,,REVOKE (SQL-116-121),REVOKE,knowledge-1172,,item-2416,REVOKE ($1 :FORCE ANY TRANSACTION),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :FORCE ANY TRANSACTION)
1172,,REVOKE (SQL-116-121),REVOKE,knowledge-1172,,item-2417,REVOKE ($1 :FORCE ANY TRANSACTION),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE FORCE ANY TRANSACTION,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :FORCE ANY TRANSACTION)
1173,,REVOKE (SQL-116-122),REVOKE,knowledge-1173,<ns3:para>REVOKE (FORCE TRANSACTION) システム権限指定（keyword）は未サポートです。</ns3:para>,item-2418,REVOKE ($1 :FORCE TRANSACTION),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE FORCE TRANSACTION,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :FORCE TRANSACTION)
1173,,REVOKE (SQL-116-122),REVOKE,knowledge-1173,,item-2419,REVOKE ($1 :FORCE TRANSACTION),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :FORCE TRANSACTION)
1173,,REVOKE (SQL-116-122),REVOKE,knowledge-1173,,item-2420,REVOKE ($1 :FORCE TRANSACTION),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE FORCE TRANSACTION,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :FORCE TRANSACTION)
1174,,REVOKE (SQL-116-123),REVOKE,knowledge-1174,<ns3:para>REVOKE (GRANT ANY PRIVILEGE) システム権限指定（keyword）は未サポートです。</ns3:para>,item-2421,REVOKE ($1 :GRANT ANY PRIVILEGE),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE GRANT ANY PRIVILEGE,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :GRANT ANY PRIVILEGE)
1174,,REVOKE (SQL-116-123),REVOKE,knowledge-1174,,item-2422,REVOKE ($1 :GRANT ANY PRIVILEGE),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :GRANT ANY PRIVILEGE)
1174,,REVOKE (SQL-116-123),REVOKE,knowledge-1174,,item-2423,REVOKE ($1 :GRANT ANY PRIVILEGE),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE GRANT ANY PRIVILEGE,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :GRANT ANY PRIVILEGE)
1175,,REVOKE (SQL-116-124),REVOKE,knowledge-1175,<ns3:para>REVOKE (SYSDBA) システム権限指定（keyword）は未サポートです。</ns3:para>,item-2424,REVOKE ($1 :SYSDBA),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE SYSDBA,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :SYSDBA)
1175,,REVOKE (SQL-116-124),REVOKE,knowledge-1175,,item-2425,REVOKE ($1 :SYSDBA),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :SYSDBA)
1175,,REVOKE (SQL-116-124),REVOKE,knowledge-1175,,item-2426,REVOKE ($1 :SYSDBA),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE SYSDBA,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :SYSDBA)
1176,,REVOKE (SQL-116-125),REVOKE,knowledge-1176,<ns3:para>REVOKE (SYSOPER) システム権限指定（keyword）は未サポートです。</ns3:para>,item-2427,REVOKE ($1 :SYSOPER),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE SYSOPER,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :SYSOPER)
1176,,REVOKE (SQL-116-125),REVOKE,knowledge-1176,,item-2428,REVOKE ($1 :SYSOPER),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :SYSOPER)
1176,,REVOKE (SQL-116-125),REVOKE,knowledge-1176,,item-2429,REVOKE ($1 :SYSOPER),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE SYSOPER,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :SYSOPER)
1177,,REVOKE (SQL-116-126),REVOKE,knowledge-1177,<ns3:para>REVOKE (CONNECT) ロール（keyword）は未サポートです。</ns3:para>,item-2430,REVOKE ($1 :CONNECT),TRUE,DBMS の変更,Low,低2,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE CONNECT,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :CONNECT)
1177,,REVOKE (SQL-116-126),REVOKE,knowledge-1177,,item-2431,REVOKE ($1 :CONNECT),TRUE,DBMS の変更,Low,低2,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :CONNECT)
1177,,REVOKE (SQL-116-126),REVOKE,knowledge-1177,,item-2432,REVOKE ($1 :CONNECT),TRUE,DBMS の変更,Low,低2,check,,*.properties,REVOKE CONNECT,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :CONNECT)
1178,,REVOKE (SQL-116-127),REVOKE,knowledge-1178,<ns3:para>REVOKE (RESOURCE) ロール（keyword）は未サポートです。</ns3:para>,item-2433,REVOKE ($1 :RESOURCE),TRUE,DBMS の変更,Low,低2,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE RESOURCE,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :RESOURCE)
1178,,REVOKE (SQL-116-127),REVOKE,knowledge-1178,,item-2434,REVOKE ($1 :RESOURCE),TRUE,DBMS の変更,Low,低2,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :RESOURCE)
1178,,REVOKE (SQL-116-127),REVOKE,knowledge-1178,,item-2435,REVOKE ($1 :RESOURCE),TRUE,DBMS の変更,Low,低2,check,,*.properties,REVOKE RESOURCE,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :RESOURCE)
1179,,REVOKE (SQL-116-128),REVOKE,knowledge-1179,<ns3:para>REVOKE (DBA) ロール（keyword）は未サポートです。</ns3:para>,item-2436,REVOKE ($1 :DBA),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE DBA,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :DBA)
1179,,REVOKE (SQL-116-128),REVOKE,knowledge-1179,,item-2437,REVOKE ($1 :DBA),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :DBA)
1179,,REVOKE (SQL-116-128),REVOKE,knowledge-1179,,item-2438,REVOKE ($1 :DBA),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE DBA,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :DBA)
1180,,REVOKE (SQL-116-129),REVOKE,knowledge-1180,<ns3:para>REVOKE (DELETE_CATALOG_ROLE) ロール（keyword）は未サポートです。</ns3:para>,item-2439,REVOKE ($1 :DELETE_CATALOG_ROLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE DELETE_CATALOG_ROLE,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :DELETE_CATALOG_ROLE)
1180,,REVOKE (SQL-116-129),REVOKE,knowledge-1180,,item-2440,REVOKE ($1 :DELETE_CATALOG_ROLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :DELETE_CATALOG_ROLE)
1180,,REVOKE (SQL-116-129),REVOKE,knowledge-1180,,item-2441,REVOKE ($1 :DELETE_CATALOG_ROLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE DELETE_CATALOG_ROLE,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :DELETE_CATALOG_ROLE)
1181,,REVOKE (SQL-116-130),REVOKE,knowledge-1181,<ns3:para>REVOKE (EXECUTE_CATALOG_ROLE) ロール（keyword）は未サポートです。</ns3:para>,item-2442,REVOKE ($1 :EXECUTE_CATALOG_ROLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE EXECUTE_CATALOG_ROLE,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :EXECUTE_CATALOG_ROLE)
1181,,REVOKE (SQL-116-130),REVOKE,knowledge-1181,,item-2443,REVOKE ($1 :EXECUTE_CATALOG_ROLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :EXECUTE_CATALOG_ROLE)
1181,,REVOKE (SQL-116-130),REVOKE,knowledge-1181,,item-2444,REVOKE ($1 :EXECUTE_CATALOG_ROLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE EXECUTE_CATALOG_ROLE,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :EXECUTE_CATALOG_ROLE)
1182,,REVOKE (SQL-116-131),REVOKE,knowledge-1182,<ns3:para>REVOKE (SELECT_CATALOG_ROLE) ロール（keyword）は未サポートです。</ns3:para>,item-2445,REVOKE ($1 :SELECT_CATALOG_ROLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE SELECT_CATALOG_ROLE,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :SELECT_CATALOG_ROLE)
1182,,REVOKE (SQL-116-131),REVOKE,knowledge-1182,,item-2446,REVOKE ($1 :SELECT_CATALOG_ROLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :SELECT_CATALOG_ROLE)
1182,,REVOKE (SQL-116-131),REVOKE,knowledge-1182,,item-2447,REVOKE ($1 :SELECT_CATALOG_ROLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE SELECT_CATALOG_ROLE,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :SELECT_CATALOG_ROLE)
1183,,REVOKE (SQL-116-005),REVOKE,knowledge-1183,<ns3:para>REVOKE (FORCE) keyword句は未サポートです。</ns3:para>,item-2448,REVOKE ($1 :FORCE),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE FORCE,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :FORCE)
1183,,REVOKE (SQL-116-005),REVOKE,knowledge-1183,,item-2449,REVOKE ($1 :FORCE),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :FORCE)
1183,,REVOKE (SQL-116-005),REVOKE,knowledge-1183,,item-2450,REVOKE ($1 :FORCE),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE FORCE,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :FORCE)
1184,,REVOKE (SQL-116-132),REVOKE,knowledge-1184,<ns3:para>REVOKE (EXP_FULL_DATABASE) ロール（keyword）は未サポートです。</ns3:para>,item-2451,REVOKE ($1 :EXP_FULL_DATABASE),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE EXP_FULL_DATABASE,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :EXP_FULL_DATABASE)
1184,,REVOKE (SQL-116-132),REVOKE,knowledge-1184,,item-2452,REVOKE ($1 :EXP_FULL_DATABASE),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :EXP_FULL_DATABASE)
1184,,REVOKE (SQL-116-132),REVOKE,knowledge-1184,,item-2453,REVOKE ($1 :EXP_FULL_DATABASE),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE EXP_FULL_DATABASE,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :EXP_FULL_DATABASE)
1185,,REVOKE (SQL-116-133),REVOKE,knowledge-1185,<ns3:para>REVOKE (IMP_FULL_DATABASE) ロール（keyword）は未サポートです。</ns3:para>,item-2454,REVOKE ($1 :IMP_FULL_DATABASE),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE IMP_FULL_DATABASE,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :IMP_FULL_DATABASE)
1185,,REVOKE (SQL-116-133),REVOKE,knowledge-1185,,item-2455,REVOKE ($1 :IMP_FULL_DATABASE),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :IMP_FULL_DATABASE)
1185,,REVOKE (SQL-116-133),REVOKE,knowledge-1185,,item-2456,REVOKE ($1 :IMP_FULL_DATABASE),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE IMP_FULL_DATABASE,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :IMP_FULL_DATABASE)
1186,,REVOKE (SQL-116-134),REVOKE,knowledge-1186,<ns3:para>REVOKE (AQ_USER_ROLE) ロール（keyword）は未サポートです。</ns3:para>,item-2457,REVOKE ($1 :AQ_USER_ROLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE AQ_USER_ROLE,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :AQ_USER_ROLE)
1186,,REVOKE (SQL-116-134),REVOKE,knowledge-1186,,item-2458,REVOKE ($1 :AQ_USER_ROLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :AQ_USER_ROLE)
1186,,REVOKE (SQL-116-134),REVOKE,knowledge-1186,,item-2459,REVOKE ($1 :AQ_USER_ROLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE AQ_USER_ROLE,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :AQ_USER_ROLE)
1187,,REVOKE (SQL-116-135),REVOKE,knowledge-1187,<ns3:para>REVOKE (AQ_ADMINISTRATOR_ROLE) ロール（keyword）は未サポートです。</ns3:para>,item-2460,REVOKE ($1 :AQ_ADMINISTRATOR_ROLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE AQ_ADMINISTRATOR_ROLE,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :AQ_ADMINISTRATOR_ROLE)
1187,,REVOKE (SQL-116-135),REVOKE,knowledge-1187,,item-2461,REVOKE ($1 :AQ_ADMINISTRATOR_ROLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :AQ_ADMINISTRATOR_ROLE)
1187,,REVOKE (SQL-116-135),REVOKE,knowledge-1187,,item-2462,REVOKE ($1 :AQ_ADMINISTRATOR_ROLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE AQ_ADMINISTRATOR_ROLE,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :AQ_ADMINISTRATOR_ROLE)
1188,,REVOKE (SQL-116-136),REVOKE,knowledge-1188,<ns3:para>REVOKE (SNMPAGENT) ロール（keyword）は未サポートです。</ns3:para>,item-2463,REVOKE ($1 :SNMPAGENT),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE SNMPAGENT,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :SNMPAGENT)
1188,,REVOKE (SQL-116-136),REVOKE,knowledge-1188,,item-2464,REVOKE ($1 :SNMPAGENT),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :SNMPAGENT)
1188,,REVOKE (SQL-116-136),REVOKE,knowledge-1188,,item-2465,REVOKE ($1 :SNMPAGENT),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE SNMPAGENT,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :SNMPAGENT)
1189,,REVOKE (SQL-116-137),REVOKE,knowledge-1189,<ns3:para>REVOKE (RECOVERY_CATALOG_OWNER) ロール（keyword）は未サポートです。</ns3:para>,item-2466,REVOKE ($1 :RECOVERY_CATALOG_OWNER),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE RECOVERY_CATALOG_OWNER,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :RECOVERY_CATALOG_OWNER)
1189,,REVOKE (SQL-116-137),REVOKE,knowledge-1189,,item-2467,REVOKE ($1 :RECOVERY_CATALOG_OWNER),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :RECOVERY_CATALOG_OWNER)
1189,,REVOKE (SQL-116-137),REVOKE,knowledge-1189,,item-2468,REVOKE ($1 :RECOVERY_CATALOG_OWNER),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE RECOVERY_CATALOG_OWNER,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :RECOVERY_CATALOG_OWNER)
1190,,REVOKE (SQL-116-138),REVOKE,knowledge-1190,<ns3:para>REVOKE (HS_ADMIN_ROLE) ロール（keyword）は未サポートです。</ns3:para>,item-2469,REVOKE ($1 :HS_ADMIN_ROLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE HS_ADMIN_ROLE,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :HS_ADMIN_ROLE)
1190,,REVOKE (SQL-116-138),REVOKE,knowledge-1190,,item-2470,REVOKE ($1 :HS_ADMIN_ROLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :HS_ADMIN_ROLE)
1190,,REVOKE (SQL-116-138),REVOKE,knowledge-1190,,item-2471,REVOKE ($1 :HS_ADMIN_ROLE),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE HS_ADMIN_ROLE,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :HS_ADMIN_ROLE)
1191,,REVOKE (SQL-116-001),REVOKE,knowledge-1191,<ns3:para>REVOKE (DIRECTORY) keyword句は未サポートです。</ns3:para>,item-2472,REVOKE ($1 :DIRECTORY),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE DIRECTORY,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :DIRECTORY)
1191,,REVOKE (SQL-116-001),REVOKE,knowledge-1191,,item-2473,REVOKE ($1 :DIRECTORY),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :DIRECTORY)
1191,,REVOKE (SQL-116-001),REVOKE,knowledge-1191,,item-2474,REVOKE ($1 :DIRECTORY),TRUE,DBMS の変更,Unknown,不明1,check,,*.properties,REVOKE DIRECTORY,,,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :DIRECTORY)
1192,,REVOKE (SQL-116-139),REVOKE,knowledge-1192,<ns3:para>REVOKE (INDEX) オブジェクト権限（keyword）は未サポートです。</ns3:para>,item-2475,REVOKE ($1 :INDEX),TRUE,DBMS の変更,Unknown,不明1,check,,*.sql|*.java|*.ddl|*.p?c|*.cpp|*.h,REVOKE INDEX,,ext_search_sql_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :INDEX)
1192,,REVOKE (SQL-116-139),REVOKE,knowledge-1192,,item-2476,REVOKE ($1 :INDEX),TRUE,DBMS の変更,Unknown,不明1,check,,*.xml,"//*[contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY1') and contains(translate(text(), 'abcdefghijklmnopqrstuvwxyz','ABCDEFGHIJKLMNOPQRSTUVWXYZ'),'KEY2')]",,ext_search_xml_parser.py,TRUE,,TODO:SE 手動算出,,,REVOKE ($1 :INDEX)
